C:\Users\Qiming\Documents\IMG\center_2017_03_06_12_49_03_866.jpg,C:\Users\Qiming\Documents\IMG\left_2017_03_06_12_49_03_866.jpg,C:\Users\Qiming\Documents\IMG\right_2017_03_06_12_49_03_866.jpg,0,0.8773946,0,30.17552
C:\Users\Qiming\Documents\IMG\center_2017_03_06_12_49_03_940.jpg,C:\Users\Qiming\Documents\IMG\left_2017_03_06_12_49_03_940.jpg,C:\Users\Qiming\Documents\IMG\right_2017_03_06_12_49_03_940.jpg,0,0.651812,0,30.12513
C:\Users\Qiming\Documents\IMG\center_2017_03_06_12_49_04_021.jpg,C:\Users\Qiming\Documents\IMG\left_2017_03_06_12_49_04_021.jpg,C:\Users\Qiming\Documents\IMG\right_2017_03_06_12_49_04_021.jpg,0,0.4109286,0,30.05202
C:\Users\Qiming\Documents\IMG\center_2017_03_06_12_49_04_099.jpg,C:\Users\Qiming\Documents\IMG\left_2017_03_06_12_49_04_099.jpg,C:\Users\Qiming\Documents\IMG\right_2017_03_06_12_49_04_099.jpg,0,0.1753555,0,29.9937
C:\Users\Qiming\Documents\IMG\center_2017_03_06_12_49_04_175.jpg,C:\Users\Qiming\Documents\IMG\left_2017_03_06_12_49_04_175.jpg,C:\Users\Qiming\Documents\IMG\right_2017_03_06_12_49_04_175.jpg,0,0,0,29.82353
C:\Users\Qiming\Documents\IMG\center_2017_03_06_12_49_04_254.jpg,C:\Users\Qiming\Documents\IMG\left_2017_03_06_12_49_04_254.jpg,C:\Users\Qiming\Documents\IMG\right_2017_03_06_12_49_04_254.jpg,0,0,0,29.58473
C:\Users\Qiming\Documents\IMG\center_2017_03_06_12_49_04_332.jpg,C:\Users\Qiming\Documents\IMG\left_2017_03_06_12_49_04_332.jpg,C:\Users\Qiming\Documents\IMG\right_2017_03_06_12_49_04_332.jpg,0.2,0,0,29.32768
C:\Users\Qiming\Documents\IMG\center_2017_03_06_12_49_04_413.jpg,C:\Users\Qiming\Documents\IMG\left_2017_03_06_12_49_04_413.jpg,C:\Users\Qiming\Documents\IMG\right_2017_03_06_12_49_04_413.jpg,0.4,0,0,29.00046
C:\Users\Qiming\Documents\IMG\center_2017_03_06_12_49_04_492.jpg,C:\Users\Qiming\Documents\IMG\left_2017_03_06_12_49_04_492.jpg,C:\Users\Qiming\Documents\IMG\right_2017_03_06_12_49_04_492.jpg,0.3451041,0,0,28.66541
C:\Users\Qiming\Documents\IMG\center_2017_03_06_12_49_04_571.jpg,C:\Users\Qiming\Documents\IMG\left_2017_03_06_12_49_04_571.jpg,C:\Users\Qiming\Documents\IMG\right_2017_03_06_12_49_04_571.jpg,0.1071826,0,0,28.43765
